https://de.wikipedia.org/wiki/Fu%C3%9Fball_in_Syrien#Frauenfu.C3.9FballBin kein Syrer, aber dem Googeln mächtig;1
Endlich Trump streicht dem CIA die Gelder die seit 1945 für weltweite Kriege sorgten - logisch dass Merkel und Flintenuschi jaulen ??;0
In israel darf man anscheinend beobachten;1
klar doch im Iran bekommen die babys gleich nach der geburt ihren hinrichtungstermin mansche schon mit 18 Monaten.ein land wie Israel der Bomben auf Kinder und Frauen abwirft und wahllos Menschen tötet sollte mal ganz ruhig sein.;1
Wer will ein Hering So Dumm wie die Göring??;0
a Brickner-Gschichterl :-);1
Sie sind sich aber schon der Tatsache bewusst, dass Sie mit Ihrer Aussage der Anwendung physischer, aber staatlich autorisierter Gewalt das Wort reden?;1
Türkische Doppelstaatsbürger können wir nicht brauchen. Sultanat |LBR| wählen und in Österreich die Demokratie nutzen. Ab dafür in das |LBR| Sultanat.;0
bei aller Liebe zu Israel: Das war Mord.Es ist nicht nötig, so zu tun, als wäre man als Jude automatisch fehler- und sündenfrei - gerade angesichts der derzeitigen Entwicklungen in Europa wird die Situation der Israelis ohnehin für viele verständlicher, und ich möchte gar nicht wissen, wie die Geisteshaltung in Europa wäre, hätten wir den IS, die Hamas und die ganzen restlichen Irren als Nachbarn und erklärte Todfeinde.Aber DAS war Mord.;1
Erstens sind Pakistani stellen einen deutlich kleineren Teil der Antragsteller, zweitens gibt es bei denen eine sehr geringe Anerkennungsquote. Insofern ist der Beitrag zwar interessant, aber nicht relevant.http://www.bfa.gv.at/bmi_docs/1794.pdf;1
Nicht täuschen lassen....das sind freiwillige die schnellstmöglich dieses Affenland verlassen wollten..!;0
"Man kauft halt ein """"Samsung"""" weils der Mobilfunkanbieter um einen Euro anbietet. Informationen über Hard und Software einholen? Wozu denn. Erinnert mich an einen alten Freund .. damals um die Jahrtausendwende """"ich brauche keine Antivirensoftware, schliesslich hatte ich noch nie einen Virus"""".Ich weiss es klingt irgendwie als hätte mans schonmal gehört .. aber eigentlich sollts grundsätzlich so etwas wie """"Hardware"""" """"Software"""" """"OS"""" Unterricht an Schulen geben.";1
dann warten wir mal ob die Lügenpresse und Medien jetzt über Marcon herziehen und hetzen!!;0
Nina Hagen ist meiner Meinung nach nichts anderes als eine weibliche Version von Udo Lindenberg.;0
Es ist widerlich sich diesen Machtpoker um Merkel mit ansehen zu müssen zuzusehen welche Schwachmaten ausschließlich um MACHT streiten ??;0
Ich werde auf jeden Fall schneller ein Visum bekommen, als jemand mit z.B syrischen Pass. Verstehen sie nicht? Sie als Europäer haben mehr Reisefreiheit als andere nur, weil sie dort geboren wurden.;1
die antwort können sie sich selbst geben.;1
Auf die Bewährung schei.......ss ich!;0
... müssenAber dass man sich als bekennender Grüner im nö. Schuldienst vor massivem Mobbing kaum mehr zu schützen weiß, kann ich auch nicht recht glauben. Alle aus Niederösterreich bekannten Fälle von parteipolitisch begründeter Unterdrückung betrafen Personen, die entweder den Freiheitlichen oder gar keiner pol. Gruppierung zuzurechnen waren.Immerhin ist es der der grünen Partei nahe stehenden Gruppierung UGÖD ja gelungen, bei den letzten Personalvertretungswahlen der Lehrer (2014) zu kandidieren', und für eine Kandidatur benötigt man Unterschriften von Lehrern, die sich damit öffentlich deklarierenFazit: Die Grünen haben es sicher schwerer als etwa die Roten Aber am schlimmsten kommen in NÖ die Parteilosen und Blauen unter die Räder;1
Dieser Typ erinnert mich in Agitation und Erscheinung an Subjekte der NS Zeit er wird zusammen mit der Raute unser Grab schaufeln Deutschland und die Deutschen werden zugunsten eines totalitären EU Systems vollständig vernichtet werden;0
Wieso haltet er die Zeitung genau so?;1
So sieht Überforderung aus.;0
"Sozialistenumtriebe? Die Partei mit """"Wirtschaftskompetenz"""" ist seit 1984 (?) ununterbrochen in der Regierung.Nein, nein, die ÖVP hat da mindestens den gleichen Anteil daran - vor allem in Sachen Innovationsfeinslichkeit und Bildungsbremse.";0
und Israel nun die Annexion vorwirft. Ich fände da ehrlich gesagt auch nichts dabei. Eine solche Maßnahme wäre nur ehrlich.Ayelet Shaket schlägt mit diesem Gesetz zwei Fliegen mit einer Klappe und ihr Vorgehen könnte den Weg zur Zweistaatenlösung ebnen, weil sie so die Araber dazu zwingt endlich konstruktiv zu verhandeln.Nachdem die Araber Verhandlungen stehts torpediert haben, sollte Israel nun erst mal annektieren und dann wieder Verhandlungen anbieten. Ich wette, daß Abu Mazen und seine T*************** dann nicht mehr nur Forderungen präsentieren, sondern flexibler werden und daß man bei Verhandlungen dann endlich Fortschritte erzielen kann.;1
Sie wollten jedoch EINEN! Drücken Sie sich nächstes mal besser aus.Und die Nutzer müssen Bash auch nicht verwenden. Es reicht, wenn es ein Programm tut.Und jeden Virus muss man selber ausführen! Exploits in Programmen wie Browsern und Mailclients, welche den Virus automatisch ausführen sind Einzelfälle.Und wenn man ein Attachment öffnet hat man diese Datei auch selbst geöffnet. Denken Sie, dass sich Programme selber starten können?;0
Ich möchte ihn mal..für ne kurze Zeit....aber dieser Bayer ist wirklich ein Waschlappen;0
SPD...die bedeutungsloseste Partei mit den widerlichsten Politikern....!!!;0
"20min.ch als Quelle anzugeben ist schon,… naja, gewagt. Warum nicht gleich """"täglich Alles"""" oder """"Die ganze Woche""""?";0
Andere Gesetze für Moslems müssen her. Was mit denen zu tun ist schreib ich nach Rückerlangung der Meinungsfreiheit.;0
1781 = 235 Jahre;1
..gegenüber Hetzer dieses Couleurs ist der Standard.at halt meistens blind/taub/stumm..es ärgert schon gar nicht mehr. Ist halt einfach so...;1
1: Horroskop ? 2: von Ausweichen ist doch überhaupt keine Spur-- sie äußert sich sehr deutlich und eindeutig und für einen BP-Wahlkampf 2016 viel zu oft zu diesem ThemaVergleich von Ihnen toppt alles: einfach hirnrissigVersuchen Sie Ihre ideologische Brille einmal abzunehmen;0
guten morgen! nur mehr dreimal schlafen, dann ist endlich wieder montag!;1
Schauts wie wirkungslos der Zaun ist!;1
Weil die dummen deutschen Grünen und FDP gewählt haben...deswegen werden sich diese Zustände nicht ändern....ganz im Gegenteil...;0
Warum plakatiert man Probleme, wenn man seit Ewigkeiten regiert und sie selbst hätte beseitigen/bekämpfen können? Die wirken eher wie FPÖ-Wahlplakate mit besserer Rechtschreibung...;0
Sehr sehr viele lesen dagegen walla.co.il walla ist sehr oft am schnellsten.Den besten Journalismus gibt's dagegen bei der Jerusalem Post. (Die Web-Seite ist allerdings ätzend);1
Bitte niemand unterschätzen. warum wir wohl Österreich gezielt angesteuert?;1
.. Asylantrag stellen, wie es im österreichischen Asylgesetz vorgesehen ist. Dieses Asylgesetz stammt aus dem Jahr 2005. Damals hatten wir eine FPÖ/ÖVP Regierung.;1
So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen erst recht wenn es meine eigenen Landsleute sind...furchtbar;0
Bitte was ist falsch daran, sich Gedanken über die Integration unserer Mitmenschen zu machen in Hinblick auf die Rolle der Frau in unserer Gesellschaft?Mein Vorschlag:Man sollte muslimische Häftlinge vermehrt mit weiblichen Beamten umgeben.So lernen Sie vielleicht (sofern Sie es noch nicht wissen), dass man auch vor Frauen Respekt haben kann!Das scheint im Lichte dieses konkreten Falls ja nicht selbstverständlich zu sein.;1
geh bitte das offizielle BAMF-Video anschauen, DAS ist die wirkliche Einladung.http://www.welt.de/politik/deutschland/article145792553/Der-Werbefilm-fuer-das-gelobte-Asylland-Germany.html;1
In Österreich? LoL!!!!!;1
"Ist wohl kein Zufall, dass es genau solche Interviews nicht gibt!Vermutlich würde das Ergebnis eher dazu führen, dass sich die """"Refugees Welcome""""-Stimmung gänzlich ins Gegenteil verkehrt...";1
Ich wäre VOLL für die Wahl der FPÖ.Aber, danke übrigens für die Rot-Votings, die FPÖ kommt nicht. Im Endeffekt werden genug unsichere wieder Papa Häupl wählen, weil man ihn kennt. Ein Politiker wie Häupl WIRD nicht abgewählt. Den wird man einges Tages mit den Füßen voran aus dem Büro tragen. Aber bis dahin bleibt er und die Hoheit der SPÖ ist gesichert.Also - von einem FPÖwähler kommend - macht euch keine Sorgen. Ich bin da realistisch, die FPÖ hat keine Chance.;0
Ja, und? Wo ist das Problem? Ikbal will Architekt werden, Ahmad Arzt. Ich zum Beispiel will mit dem Wiener Sportklub innerhalb der nächsten 20 Jahre in die Bundesliga aufsteigen und mit Werder Bremen innerhalb der nächsten 30 Jahre die Champions League gewinnen. Das nennt man Träume. Paar davon werden aufgehen, einige wohl nicht. Du kannst den Jungs vieles nehmen, aber die Träume lass ihnen bitte …Liebe Grüße, Alois.—Das Rückspiel gegen Standard United ist übrigens am 6. Juni 2016: https://www.facebook.com/events/246257895727386/;1
Verdammt nochmal Ihr Afrikaner. Fangt endlich an Eure Probleme |LBR| selbst zu lösen. Nur die besser Gestellten können abhauen.;0
statt Social Impact Bonds!;1
von gaza aus in siedlungen auf der west bank?na, ich weiß nicht...;1
Was für ein Volltrottel ...der hat den Gürtel nicht lange und von wegen für Deutschland Boxen...????;0
Einfach mal lesenSiedler sind keine Zivilisten!;0
"Ups, Ja, Danke. Ich könne schwören """"12 Mio"""" gelesen zu haben, jetzt steht """"zwölf Milliarden"""". Manchmal würde mitdenken helfen. ',-)";1
unheilig ist so schlecht geworden durch den erfolk mal ganz wo ist die schwarze seite des grafen dazu sage ich nur geldgeier ;0
Träume und Wünsche...leider |LBR| Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser |LBR| Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht die Warze Roth hat’s perfektioniert ..!;0
Welche der Identitäten bekommt dann einen Brief von der Polizei?  Vermutlich keine. |LBR| Lächerlich;0
So sind sie halt....unwissend und unbelehrbar....je weniger Ahnung desto lauter ihr Geschrei ..!!;0
Da war aber sehr viel Arglosigkeit bei diesem Mädchen dabei...Hoffentlich ist dieser Vorfall eine WARNUNG für alle Mädchen im Lande!;0
bitte was spricht gegen ein Zelt? Wenn die EU genug Geld zur Verfügung stellt, dass sich jeder Flüchtling sein eigenes Haus leisten kann, bitte schön. wir können nicht unendlich viele Leute aufnehmen und dann bestmöglich versorgen. Hier arbeiten Menschen und können sich oft auch kein eigenes Haus leisten. Bis diese Leute deutsch gelernt haben (falls sie das überhaupt wollen!) und dann einen Job finden, vergehen Jahre und in diesen Jahren muss jeder einzelne versorgt und finanziert werden. Wie realitätsfern sind hier doch einige Poster?;1
Dieses Schwein darf nicht abgeschoben werden...noch nicht...der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub. |LBR| Dafür bezahle ich gerne extra...!;0
ein verbrechen von denen, die die menschen dort aufhetzen, die grenzen zu stürmen...;1
"Wann hat Israel jemals absichtlich Frauen und Kinder bombardiert?Oder waren die Frauen und """"Kinder"""" Hamas Kämpfer?";1
Bitte schreiben Sie einen Brief ans Wiener Rathaus. Das wäre wirklich löblich.;1
Never go full retard.Psrot.;1
Meine Fresse soll das jetzt den ganzen Monat so gehen das der Angekratzte aus Altena die MSMedien belegt ??? Die sollten lieber von den Toten und Verletzten der täglichen mind. 10 Attacken von Moslems auf DEUTSCHE berichten und nicht von einer Politpupe !!;0
Was soll dass 220.000 Invasoren dürfen kommen + Familiennachzug u Hunderttausende die an der DE Grenze dass Wort Asyl stammeln können |LBR| AFD;0
Bosbach hätte die Ditfurth mit Ohrfeigen und Tritten aus dem Studio davonjagen |LBR| und ihr den Fächer ins Maul stopfen sollen. Ja so wäre das.;0
Ich betrachte es als linkes Projekt, nicht archaischen Clans, die ihre Frauen aus religiösen Gründen verschleiern und nicht arbeiten gehen lassen, eben genau NICHT bevorzugt Sozialwohnungen zukommen zu lassen.Denn auch viele Kinder kriegen müssen als Frau, das ist auch kein sozialistisches Ideal.Wo in der Geschichte der Sozialdemokratie finden Sie Hinweise, dass reaktionäre frauenfeindliche Lebensentwürfe bevorzugt zu behandeln sind?;0
Der Untergang der Nation wurde mit der Grenz Öffnung 1989 eingeleitet. 50% der Regierenden sind Ost bzw Kommunisten.;0
Denn dass sie keine perfekt ausgebildete Sängerin ist und durchaus Schwächen hat, habe ich nie abgestritten,;0
Seehofer garantiert nach der Wahl eine Flüchtlingsobergrenze ?????????? Steht der Bayer ohne Eier etwa trocken? ??????????;0
Keine Ahnung warum sich die kleine Republik am Balkan dieser Aufgabe so energisch annimmt, aber Danke dafür. Leider signalisiert fast wieder die restliche Gemeinschaft ihre Ignoranz und nicht Hilfsbereitschaft.;1
"n-tv: ""Startschwierigkeiten bei Antiterror-Übung"" &gti Ich: ""Wenn Dilettanten unter Flintenuschis ""Obhut""  schon Krieg spielen!"" ??????";0
Ob das Opfer schon ein Attentäter war, wie in diesem Falle, oder nicht.;1
In dem Schwarz Grün regierden Hessen werden jetzt 8 zusätzliche Psychologen nur für die Jugendlichen Invasoren eingestellt |LBR| Jetzt AFD wählen;0
"> """"schwerwiegenden Vorfall, der gegen die Werte der israelischen> Armee verstößt""""Warum lügt die PR Abteilung der IDF?Die """"Werte"""" existieren nicht. Das Apartheidsregime existiert seit Jahrzehnten - und die wählen ja auch Netanyahu und andere Hardliner.";1
Dann ists ja gut;1
Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!;0
Vorsicht Polizei dass wird wieder so eine G20 Demo von linken Chaoten !??Denkt an Italien die Wissen wie man mit Antifaschisten umgeht.;0
Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!;0
Hat der schwule Volltrottel wieder einen abgelassen ??? Die Vulgäre Analyse hat den Vollhonk in mehreren Videos auseinander genommen! Das der Trottel noch Follower hat kann ich kaum glauben !;0
... wenn das stimmt, und ich schließe das nicht aus, bekommt er jedenfalls keine Heldenrente von staatlicher Seite!;1
MäsNr macht Mittagspause:http://cdn.seriouslyforreal.com/wp-content/uploads/2015/08/pic-066-clean-790jpg.jpg;1
Wegen Pussys wie dir gibt es in ????keinen ernstzunehmenden Widerstand.;0
Endlich wurde dem Linken Anarchisten-Pack eine auf die Fresse gehauen!??;0
Kann er sich leisten, bringt ihm aber auch nichts.;1
"Deutsche Medien Halbwahrheiten und einseitige Betrachtung wie bei allen vom Staat finanzierten ""billigen"" Propagandainstitutionen ??";0
und da will israel sich hinstellen dass es um soviel besser ist als andere staaten in der region? das ist ja noch schlimmer als das rechtssystem im iran oder syrien.;1
Wenn die Scharia erst einmal eingeführt ist wird sie die erste sein die ihren Kopf verliert.;0
#Mobbing an Schulen setzt sich jetzt in der Politik fort |LBR| Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie;0
Das wird verschieden sein. Manche Aktivisten werden hoffen, dass dann alle 10.000 die Grenze überqueren und dass es dann nicht möglich ist, alle aufzuhalten und dass dann die Grenzsicherung aufgegeben wird. Manche werden auch hoffen, dass es zu genügend häßlichen Szenen kommt, dass sich in Österreich und Deutschland die Leute empören und die Grenzöffnung verlangen.;1
Wenn die Abgaben in einem Staat verhältnismäßig sind und trotzdem massiv hinterzogen wird, dann hat eine verstärkte Kontrolle seine Berechtigung.Rechnen Sie sich mal aus wie viel durch Sie der Staat Österreich an Abgaben von Ihrem erwirtschafteten Geld einnimmt: Dienstnehmer- und Dienstgeberabgaben, USt, Gebühren und andere Steuern ... Und dann rechnen Sie sich aus, wie viel das in Prozent von dem Geld ist, dass Sie erwirtschaften ...;1
"Es ging im Startposting darum, die Willkommenskultur einzuschränken. Was zum Teufel ist daran """"braun""""? Wissen Sie, dass Sie damit eine Verharmlosung des Nationalsozialismus betreiben, dessen Anhänger sämtliche Flüchtlinge bzw. Einwanderer auf der Stelle umgebracht hätten? Sie sind doch geisteskrank.";0
Erreichbar schon, weil die meine Handynummer haben, aber ich heb nicht ab.;1
TRAUE KEINEM MOSLEMdenn der KORAN befiehlt die LÜGE !!! Für aufgeklärte Menschen kann es keinen muslimischen Freund geben ! Fakt !;0
Erst fett abkassieren....und jetzt jammern..? |LBR| Die Gier mancher Menschen ist unersättlich und unerträglich....!;0
Ist nur der Bodensatz der Gesellschaft der sich hier auskotzt.;1
Jetzt werden erst mal wieder die angeblichen Opfer aus der Versenkung hervor kommen um sich zu profilieren. |LBR| #metoo;0
"Sie haben natürlich recht - perfekt in dem Sinn, dass man keinen Unterschied zum Muttersprachler merkt, geht es in acht Monaten nicht. Aber als 14-16jähriger kann man in acht Monaten eine Sprache so gut lernen, dass man zB einem Unterricht problemlos folgen kann und mündlich komplexe Sachverhalte gut wiedergeben kann und auch schriftlich - fehlerhaft aber doch - zB einen Aufsatz schreiben kann. In diesem Sinn ist """"perfekt"""" da schon richtig verwendet. Ansonsten darf ich Sie zitieren - auch Muttersprachler kämpfen oft gewaltig!";1
Ein zwei Millimeter breiter Buchstabe ist auch auf einem hochauflösenden Bildschirm zwei Millimeter breit, sofern die Skalierung richtig mitspielt.;1
Die Souveränität eines Staates darf nicht durch ein Gericht aufgehoben werden. Außerdem |LBR| gehen Invasoren nur in Länder mit Sozialhilfe.;0
Sogar Nichtkatholiken wissen, daß das nicht so funktioniert: die Sündenvergebung findet nur dann statt, wenn Sie aufrichtig bereuen - und das beinhaltet klarerweise den ernsthaften Vorsatz einer Wiedergutmachung und der Nichtwiederholung. Also nix da mit den zehn Vaterunser und dann gleich wieder weitermachen als wär'  alles in Butter. Die vom Priester erteilte Absolution wird durch die mangelnde Reue aufgehoben.;1
dann nimm doch familien auf, gebe ihnen zu essen und zu trinken, wo ist das problem? aus eigener tasche bitte;1
Nicht mit Nazis reden klingt schon ziemlich linksradikal man.sollte doch in einer Demokratie jede Meinung sich anhören hmm...;0
Ja was war das denn ??? Ne Sugarmama ohne Schulabschluß ?? Oder watt?? Wie schafft man sich denn in so eine irre Dimension !! Nehmen die alle Crystall wie der schwule Beck oder wie ??;0
Ich war bei der Generalprobe und hab das genauso gesehen!;1
Da sieht man dass Schulz 2x sitzen geblieben ist. Er irrt wenn er glaubt |LBR| dass die Flüchtlinge nach Osteuropa gehen. Sie wollen -Deutsch.;0
Wir brauchen mehr Putins und Trumps in der europäischen Politik. |LBR| Politiker wie #Merkel und Co sind absolut unfähig. Überheblich und arrogant. Das hat man heute beim Besuch des Bundespräsidenten #Kurz wieder einmal gesehen.;0
zw. der Türkei und den KurdInnen im Norden Syriens, des Iraks sowie der Südostürkei, zw. den radikal-islamistischen Milizen der Hisbollah (aus dem Iran und dem Libanon) und den noch wesentlich radikaler-islamistischen Milizen die von Saudiarabien und der Türkei gefördert wurden (Al Nusra, teilweise der IS, teilweise Al Qaida, etc.), zw. einigen (nunmehr sehr wenigen) demokratischen Kräften aus dem ehm. Umfeld der FSA und dem syrischen Regime. Jeder hat seine eigenen Interessen und alle haben Blut an den Händen, wenn auch längst nicht alle gleich Schuld haben und verantwortlich sind. Jetzt nun hier nur zu schreiben, dass das alles auf die Kappe der USA ginge, es keinen Bürgerkrieg gebe und alles eine Verschwörung wäre, ist selten dumm.;0
Für Ihr msngelndes Wissen sind Sie ganz schön überheblich...;0
billigste lösung, ich befürworte es;1
Warum?Ich versuch meistens, allen Zebras und sonstigen unwahrscheinlichen Dingen auf den Grund zu gehen. Ist ein Segen und ein Fluch.Beruflich ist das ein Segen.;1
Nein, ist es nicht.;1
Jede verdammte Einsatzbesprechung vor Schichtantritt ist eine verdammte Interne Anweisung und ich meine I A =ähnlich Schreiben! Lüge??nö!!;0
vorgestellt -;1
Aktuell offiziell rd. 30.000 wobei die Anzahl der der unbegleiteten Minderjährigen Asylwerber rd. 2/3 aller UMF beträgt', das ist bei der Altersstruktur der Bevölkerung aber auch nicht verwunderlich', wenn 48% unter 15 und 23% zwischen 15 und 24 sind, ist der Anteil an Älteren wohl relativ gering, insb. wenn man die Lebenserwartung von knapp 61 Jahren (2009 war sie übrigens noch knapp über 50) bedenkt.Insgesamt hat die westliche Intervention zumindest im Gesundheitsbereich doch etwas gebracht, 2001 starb noch jedes 5e Kind bis zu seinen 5 Geburtstag, heute jedes 12e, ähnliches gilt bei der Müttersterblichkeit - die Gesellschaft haben diese Verbesserungen aber rational wohl noch nicht erreicht.;1
Unser Bundes-Pastor verabschiedete sich mit einer Predigt zur Demokratie für deren Zerstörung seine AgitProp-Sekretärin verantwortlich ist.;0
"So, und jetzt setz dich bitte in die hintere Ecke des Zeltes und schlag die Hände vors Gesicht, damit wir ein Foto machen können....""""";1
Der Bastard ist in Afghanistan untergetaucht! Er wird dort wegen Mord und Raub gesucht! Dies verschleiert sein teurer deutscher Anwalt!!;0
Die Türken dringen hier ein und wollen uns ihre Art zu leben aufzwingen. Und |LBR| beschimpfen unsere entscheidungsunfähigen Weicheier als Nazis.;0
sie wissen ja nichtmal das salaf nur heißt man folgt den Folgern von Mohammed.und was ist daran jetzt böse und negativ.Ich kann auf der basis nicht diskutieren, wenn wir zusammen sitzen würden ja, aber übers forum in den paar zeilen, na net wirklcih.Aber ich gebe ihnen etwas mit, sie könnten ich sein vor ca. 2 jahren ',);1
"VERBRECHENSOPFER IN Ö (es gibt keine Statistik über Verbrechensopfer in Ö, wie im Rechnungshofbericht bemängelt wurde).http://www.mobbing-konkret.at/verbrechensopfer-in-%C3%B6/Im Artikel """"Opfer falsch verstandener Humanität""""  von HOZA (erschienen in """"Soziale Sicherheit"""" HVB wird u.a. auch das dzt. (bereits kollabierte?) Justizsystem  beleuchtet (nebst Erklärung der - oft missverstandenen - Notwehrgesetze).http://manfred-hoza.jimdo.com/artikel/Siehe auch: Asylantengewalt und deren Opferhttp://www.mobbing-konkret.at/asyl-asylindustrie/gewalttaten-u-gruppenvergewaltigungen-asylwerber/";1
"Ich hasse dieses """"Verantwortung übernehmen"""".Für Menschen, die man ermordet hat, kann man keine """"Verantwortung"""" mehr übernehmen!";0
Wo werden diese Clowns nur gezüchtet und wie entsteht solch eine Gesinnung ...?;0
Sie stellen hier doch falsche Beahauptungen auf, nicht die Israel Kritiker;1
"Allein die Stimme der ZDF-Slomka bringt mich ""alten Mann"" zum ko*** ganz abgesehen von ihren hirnlosen Kommentaren &gti unterste Schublade ??";0
Schöne Aktion! :-);1
"Man kläre mich über das neue Forumssystem des Standards auf.Wo unter """"positivste Meldung"""" ein Posting mit 83 Rotstrichen ist.Zum Thema:Würde man nicht seit Jahren Migration mit Asyl verwächseln oder bewusst falsch in den Medien darstellen gäbe es solche Diskussionen nicht. Nicht jeder hat das Recht auf Asyl und schon gar nicht hat man als Asylant Niederlassungsrecht.";1
HeinrichKrug lass dich von diesen Merkel Vasall nicht ärgern! Einfach diese Vasallen ignorieren!!!;0
Ändert aber nichts an den Artikeln in den Zeitungen.;1
Wer so ein bescheuertes Gesetz erlässt kann nicht mehr richtig im Kopf sein. Stammt das vom Maas?;0
"warum wird von den medien pauschal von """"flüchtlingen"""" gesprochen? anerkannter flüchtling ist, wer asylgründe gemäß GFK geltend machen kann und in folge dessen einen positiven asylbescheid erhält.";1
Normaldenkenden ist klar welches Spiel d. Westen in d. Ukraine spielte u. spielt. Merkel lügt!;0
Warum muss das immer kunterbunt sein??Der erste Absatz klingt so frohgemut wie der Bericht über eine autonome Kindergruppe - bemüht fröhlich-pädagogisch;1
Dummes Gelaber Kern. Kurz stellt sich nicht gegen die Italiener. Er |LBR| will nur 200.000 Invasoren nicht nach Österreich einreisen lassen.;0
Wir wollen diese nette Geste nur erwiedern.;1
Auch ein Merkel Vasall der das sagen muss was diese Volksverräterin vorgibt!!! Lügenpresse!!!;0
Familienrückführung statt Familiennachzug....das wäre das einzig logische vernünftige und anständige. |LBR| Alles andere ist Menschendiebstahl...!;0
habe die 45 minuten für rot verpasst.gilt es noch?;1
"Tusk wird in Polen als derjenige wahrgenommen der Merkel in den Ar*** kriecht war sich seiner ""Sache"" sicher u. verlor d. Wahl";0
Sind Sie sicher, dass das die richtigen Zahlen sind und Sie nicht die Anzahl der Straftaten rechnen?;1
